CustomerID,Recency,Frequency,Monetary,Cluster,Cluster_Final,PC1,PC2
12347.0,2,7,4310.0,0,Cluster_0,2.7549517543202695,-0.7564907897031691
12348.0,75,4,1797.24,3,Cluster_3,0.5997805668813875,0.7977587251997269
12349.0,19,1,1757.55,2,Cluster_2,0.19240764782525133,-0.4481211740683481
12350.0,310,1,334.4,4,Cluster_4,-1.7038002918359347,0.6797995067727748
12352.0,36,8,2506.04,0,Cluster_0,1.629463134139387,0.7029963947096888
12353.0,204,1,89.0,4,Cluster_4,-2.209143764200598,-0.10005735269337206
12354.0,232,1,1079.4,3,Cluster_3,-1.0003607932691942,0.9476308925892798
12355.0,214,1,459.4,4,Cluster_4,-1.4011870239732334,0.5645113678201027
12356.0,23,3,2811.43,2,Cluster_2,1.048635014656844,0.135925751252395
12357.0,33,1,6207.67,3,Cluster_3,0.6265154499954155,0.38423304018684507
12358.0,2,2,1168.06,2,Cluster_2,1.1196877977802135,-1.6651227628639331
12359.0,58,4,6310.03,3,Cluster_3,1.3329153773660911,1.1218319029357093
12360.0,52,3,2662.06,3,Cluster_3,0.715718770128687,0.6261302085417602
12361.0,287,1,189.9,4,Cluster_4,-1.959490306814714,0.41136508663108945
12362.0,3,10,5226.23,0,Cluster_0,3.0580969758730783,-0.36546905524372897
12363.0,110,2,552.0,3,Cluster_3,-0.6507448409249792,0.37506703744821973
12364.0,8,4,1313.1,2,Cluster_2,1.2631485513274077,-0.701230936309241
12365.0,291,2,641.38,4,Cluster_4,-0.9476212635370177,1.0575934992423455
12367.0,4,1,168.9,1,Cluster_1,-0.45645678609468343,-2.250466062455518
12370.0,51,4,3541.94,3,Cluster_3,1.0893156235962864,0.8161237228819814
12371.0,45,2,1887.96,3,Cluster_3,0.3105701133502485,0.28344972221230674
12372.0,72,3,1298.04,3,Cluster_3,0.22894533699607655,0.5540559599530582
12373.0,311,1,364.6,4,Cluster_4,-1.6613923538496018,0.715349844650787
12374.0,25,1,742.9300000000001,1,Cluster_1,-0.3442023364809566,-0.6128209460940466
12375.0,11,2,457.5,1,Cluster_1,0.11165011016719581,-1.1337110319791752
12377.0,315,2,1628.12,3,Cluster_3,-0.5069552535731486,1.4699434446329278
12378.0,130,1,4008.62,3,Cluster_3,-0.11460893878453388,1.0851306225374577
12379.0,82,2,852.24,3,Cluster_3,-0.3191845169461453,0.355825928770401
12380.0,22,4,2724.81,2,Cluster_2,1.2709367930670614,0.18774137984467745
12381.0,5,5,1845.31,2,Cluster_2,1.7727045498291556,-0.7562152707484784
12383.0,185,5,1850.56,3,Cluster_3,0.4508513124393948,1.4615509641296711
12384.0,29,2,585.27,1,Cluster_1,-0.11700226156311204,-0.44678557903510197
12386.0,338,2,401.9,4,Cluster_4,-1.2412850102116573,0.972792136525659
12388.0,16,6,2780.66,0,Cluster_0,1.7320411497217765,0.13836589299277796
12390.0,80,1,549.84,1,Cluster_1,-0.9342201022110503,0.004016330119387426
12391.0,22,1,439.66,1,Cluster_1,-0.562055950701718,-0.8953064994977977
12393.0,72,4,1582.6,3,Cluster_3,0.5509545869290434,0.7224051134725509
12394.0,64,2,1272.48,3,Cluster_3,-0.022255848061752036,0.35353305890047665
12395.0,19,12,3018.63,0,Cluster_0,2.3261084216480854,0.5288059387462382
12397.0,36,2,2409.9,3,Cluster_3,0.5179766207452502,0.237643792732796
12398.0,46,1,1635.66,3,Cluster_3,-0.17320566107468566,0.07551739933062789
12399.0,119,4,1108.65,3,Cluster_3,0.17937928543762452,0.9051401095007894
12401.0,303,1,84.3,4,Cluster_4,-2.388130610467976,0.13345713451530902
12402.0,323,1,225.6,4,Cluster_4,-1.9180919651515125,0.5539645499467293
12403.0,50,1,427.7,1,Cluster_1,-0.8828526273697616,-0.39195347632618477
12405.0,149,1,1710.39,3,Cluster_3,-0.5977985704923209,0.8419577825738941
12406.0,22,2,3415.3,2,Cluster_2,0.877631753222139,0.06610107643902131
12407.0,50,5,1708.12,3,Cluster_3,0.9089416038048983,0.5952317822666071
12408.0,33,5,2888.55,2,Cluster_2,1.3310200050445986,0.537408562634553
12409.0,79,3,11072.67,3,Cluster_3,1.2784802354023217,1.4452789274647209
12410.0,309,2,693.3299999999999,3,Cluster_3,-0.9313043229052623,1.1264041955980995
12412.0,75,3,1226.88,3,Cluster_3,0.18490662326730684,0.5581773505207632
12413.0,67,3,758.1,3,Cluster_3,-0.01568340950101674,0.2996404061121111
12414.0,217,3,562.41,3,Cluster_3,-0.6155324786270766,0.9358844768853235
12417.0,3,9,3649.1,0,Cluster_0,2.781586784504337,-0.5439741916676408
12418.0,113,1,668.58,4,Cluster_4,-0.967094518222432,0.30041750533071854
12420.0,64,1,600.39,1,Cluster_1,-0.8049725019952558,-0.10394234138108376
12421.0,16,4,807.04,2,Cluster_2,0.7718926667337583,-0.47952653593429806
